section,entity,year,stage,metric,value,unit,status,source_path,notes
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,glued_records,2,lines,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,truncated_records,208,lines,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,duplicate_headers,0,lines,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,data_error_lines,208,lines,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,MB0_missing,59,values,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,MB1_missing,58,values,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,MB2_missing,42,values,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,five_minute_timestamp_complete_bins,558,bins,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,five_minute_all_channel_complete_bins,464,bins,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,five_minute_partial_bins,96,bins,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,five_minute_empty_bins,104560,bins,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
second_level_irradiance,Alice Springs MB0/MB1/MB2,2023,,structurally_full_calendar,false,boolean,FAIL,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\高分辨率气象数据集\fsm1m_7111_ekistica-alice-springs-ekistica-alice-springs_irradiancedata_1sec_2023.csv,UTC is authoritative; exported Local is not used; structural bins are left-closed calendar bins.
pv_metadata,Site 17 Sanyo,2021,BASE_TRAIN,base_train_positive_power_p99_9_kw,5.9843339920044,kW,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,Train-only fallback daylight reference because official array rating is DC nameplate evidence.
pv_metadata,Site 17 Sanyo,2021,BASE_TRAIN,origin_daylight_threshold_kw,0.059843339920044,kW,PROPOSED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,1% of BASE_TRAIN positive Active_Power p99.9; no FINAL_TEST distribution accessed.
five_minute_pv,Site 17 Sanyo,2021,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2021,,present_timestamps,100539,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2021,,missing_timestamps,4581,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2021,,valid_active_power,100534,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2021,,missing_active_power,5,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2022,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2022,,present_timestamps,102901,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2022,,missing_timestamps,2219,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2022,,valid_active_power,102890,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2022,,missing_active_power,11,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2023,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2023,,present_timestamps,101797,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2023,,missing_timestamps,3323,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2023,,valid_active_power,96941,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 17 Sanyo,2023,,missing_active_power,4856,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\17 Sanyo.csv,PV timestamps are treated as audited ACST.
pv_metadata,Site 25 Hanwha,2021,BASE_TRAIN,base_train_positive_power_p99_9_kw,5.5657334327698,kW,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,Train-only fallback daylight reference because official array rating is DC nameplate evidence.
pv_metadata,Site 25 Hanwha,2021,BASE_TRAIN,origin_daylight_threshold_kw,0.055657334327698,kW,PROPOSED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,1% of BASE_TRAIN positive Active_Power p99.9; no FINAL_TEST distribution accessed.
five_minute_pv,Site 25 Hanwha,2021,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2021,,present_timestamps,100541,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2021,,missing_timestamps,4579,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2021,,valid_active_power,99076,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2021,,missing_active_power,1465,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2022,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2022,,present_timestamps,102901,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2022,,missing_timestamps,2219,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2022,,valid_active_power,100501,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2022,,missing_active_power,2400,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2023,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2023,,present_timestamps,101833,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2023,,missing_timestamps,3287,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2023,,valid_active_power,95908,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 25 Hanwha,2023,,missing_active_power,5925,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\25 Hanwha.csv,PV timestamps are treated as audited ACST.
pv_metadata,Site 38 Q CELLS,2021,BASE_TRAIN,base_train_positive_power_p99_9_kw,5.6048669815063,kW,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,Train-only fallback daylight reference because official array rating is DC nameplate evidence.
pv_metadata,Site 38 Q CELLS,2021,BASE_TRAIN,origin_daylight_threshold_kw,0.056048669815063,kW,PROPOSED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,1% of BASE_TRAIN positive Active_Power p99.9; no FINAL_TEST distribution accessed.
five_minute_pv,Site 38 Q CELLS,2021,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2021,,present_timestamps,100539,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2021,,missing_timestamps,4581,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2021,,valid_active_power,99074,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2021,,missing_active_power,1465,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2022,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2022,,present_timestamps,102901,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2022,,missing_timestamps,2219,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2022,,valid_active_power,100501,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2022,,missing_active_power,2400,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2023,,expected_timestamps,105120,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2023,,present_timestamps,101812,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2023,,missing_timestamps,3308,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2023,,valid_active_power,95981,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
five_minute_pv,Site 38 Q CELLS,2023,,missing_active_power,5831,5min rows,MEASURED,C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PV_improve_v1\原始Dataset\5min pv active power data\38 Q CELLS.csv,PV timestamps are treated as audited ACST.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,expected_calendar_origins,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,formal_masked_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,strict_all_channel_complete_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,window_loss_total,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,window_loss_pv,6021,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,window_loss_hf_zero_timestamp,99016,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,first_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,last_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,eligible_origin_segments,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,months,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_TRAIN,seasons,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,expected_calendar_origins,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,formal_masked_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,strict_all_channel_complete_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,window_loss_total,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,window_loss_pv,7231,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,window_loss_hf_zero_timestamp,97806,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,first_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,last_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,eligible_origin_segments,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,months,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 25 Hanwha,,BASE_TRAIN,seasons,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,expected_calendar_origins,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,formal_masked_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,strict_all_channel_complete_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,window_loss_total,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,window_loss_pv,7316,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,window_loss_hf_zero_timestamp,97721,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,first_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,last_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,eligible_origin_segments,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,months,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 38 Q CELLS,,BASE_TRAIN,seasons,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,expected_calendar_origins,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,formal_masked_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,strict_all_channel_complete_origins,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,window_loss_total,105037,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,window_loss_pv,7485,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,window_loss_hf_zero_timestamp,97552,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,first_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,last_legal_origin,NONE,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,eligible_origin_segments,0,origins,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,months,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,THREE_ARRAY_COMMON,,BASE_TRAIN,seasons,,,UNAVAILABLE,computed_from_raw_PV_and_second_level_sources,Primary common-origin population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,expected_calendar_origins,34477,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,formal_masked_origins,31641,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,strict_all_channel_complete_origins,31205,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,window_loss_total,2836,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,window_loss_pv,2722,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,window_loss_hf_zero_timestamp,114,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,first_legal_origin,2022-01-01T15:25,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,last_legal_origin,2022-04-30T22:55,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,eligible_origin_segments,7,origins,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
formal_windows,Site 17 Sanyo,,BASE_MODEL_VALIDATION,months,1;2;3;4,,AVAILABLE,computed_from_raw_PV_and_second_level_sources,Secondary array-specific population.
