path,workspace,filename,file_type,size_bytes,rows,columns,column_names,has_original_timestamp,timestamp_parse_status,timestamp_start,timestamp_end,timestamp_interval_distribution,duplicate_timestamps,missing_timestamps,per_column_missing_ratio,suspected_normalized,contains_original_power_units,contains_missing_mask,contains_isolation_forest,is_sliding_window_array,maps_to_original_timestamps,source_references,in_git_master,lineage_level,notes
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\17Sanyo.csv,PVforecast16,17Sanyo.csv,csv,4410837,44064,9,"[""timestamp"", ""Active_Power"", ""Performance_Ratio"", ""Weather_Temperature_Celsius"", ""Weather_Relative_Humidity"", ""Global_Horizontal_Radiation"", ""Diffuse_Horizontal_Radiation"", ""Radiation_Global_Tilted"", ""Radiation_Diffuse_Tilted""]",YES,PARSED_FROM_FILE,2018-04-01 00:00:00,2018-08-31 23:55:00,"{""0 days 00:05:00"": 44063}",0,0,"{""Active_Power"": 0.0, ""Diffuse_Horizontal_Radiation"": 0.0, ""Global_Horizontal_Radiation"": 0.0, ""Performance_Ratio"": 0.0, ""Radiation_Diffuse_Tilted"": 0.01963054, ""Radiation_Global_Tilted"": 0.01963054, ""Weather_Relative_Humidity"": 0.0, ""Weather_Temperature_Celsius"": 0.0, ""timestamp"": 0.0}",NO,UNKNOWN_UNNORMALIZED,NO,NO,NO,YES,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\data_preprocessing_ablation\\data_preprocessing_ablation.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\iforest_advanced_visualization\\iforest_advanced_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\nighttime_filtering_final\\nighttime_filtering_final.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\nighttime_filtering_visualization\\nighttime_filtering_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\run_comparison_visualization\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\run_preprocessing_ablation_quick\\run_preprocessing_ablation_quick.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\sanyo_iforest_viz\\sanyo_iforest_viz.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\sanyo_sci_visualization\\sanyo_sci_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\zhuxingtu_shujufenxi\\zhuxingtu_shujufenxi.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Optuna_v2_Experiment_Report.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\P0-1_SOTA_Baselines\\sota_baseline_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\README.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\ablation_component_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\ablation_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_clean_decision\\config.json"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\config.json"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\evaluate_saved_models.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\fair_sota_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\gfnode_solo_benchmark.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\gfnode_targeted_repair.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\iforest_advanced_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\informer_lr_search.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\main.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\multi_horizon_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\nighttime_filtering_final.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\optuna_optimization_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\preprocessing_ablation_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\sota_baseline_comparison_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE测试系统分析报告.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_Baseline_Comparison.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_GFNODE全面测试.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_数据预处理消融.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_消融实验完整指南.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\ablation_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\data_preprocessing_ablation.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\iforest_advanced_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\main.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\model_inference修改说明.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\nighttime_filtering_final.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\nighttime_filtering_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\run_preprocessing_ablation_quick.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\sanyo_iforest_viz.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\sanyo_sci_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\sota_baseline_comparison_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\zhuxingtu_shujufenxi.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\多时域训练系统文件清单.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\实验记录功能演示.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\快速开始_对比可视化.txt"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\快速开始指南.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\系统验证总结.md""]",NO,RAW,Best-available project raw candidate; selected/regularized upstream status remains possible.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\25Hanwha.csv,PVforecast16,25Hanwha.csv,csv,4408547,44064,9,"[""timestamp"", ""Active_Power"", ""Performance_Ratio"", ""Weather_Temperature_Celsius"", ""Weather_Relative_Humidity"", ""Global_Horizontal_Radiation"", ""Diffuse_Horizontal_Radiation"", ""Radiation_Global_Tilted"", ""Radiation_Diffuse_Tilted""]",YES,PARSED_FROM_FILE,2018-04-01 00:00:00,2018-08-31 23:55:00,"{""0 days 00:05:00"": 44063}",0,0,"{""Active_Power"": 0.01947168, ""Diffuse_Horizontal_Radiation"": 0.0, ""Global_Horizontal_Radiation"": 0.0, ""Performance_Ratio"": 0.01947168, ""Radiation_Diffuse_Tilted"": 0.01963054, ""Radiation_Global_Tilted"": 0.01963054, ""Weather_Relative_Humidity"": 0.0, ""Weather_Temperature_Celsius"": 0.0, ""timestamp"": 0.0}",NO,UNKNOWN_UNNORMALIZED,NO,NO,NO,YES,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\run_comparison_visualization\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\GFNODE_Revision_Plan.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\P0-1_SOTA_Baselines\\sota_baseline_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\README.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\ablation_component_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\config.json"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\evaluate_saved_models.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\fair_sota_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\gfnode_solo_benchmark.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\gfnode_targeted_repair.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\informer_lr_search.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\main.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\multi_horizon_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\optuna_optimization_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\seasonal_robustness_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\sota_baseline_comparison_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE测试系统分析报告.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_Baseline_Comparison.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_GFNODE全面测试.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\main.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\sota_baseline_comparison_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\实验记录功能演示.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\快速开始_对比可视化.txt"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\快速开始指南.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\系统验证总结.md""]",NO,RAW,Best-available project raw candidate; selected/regularized upstream status remains possible.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\25Hanwha_Differentseason.csv,PVforecast16,25Hanwha_Differentseason.csv,csv,4525454,44064,9,"[""timestamp"", ""Active_Power"", ""Performance_Ratio"", ""Weather_Temperature_Celsius"", ""Weather_Relative_Humidity"", ""Global_Horizontal_Radiation"", ""Diffuse_Horizontal_Radiation"", ""Radiation_Global_Tilted"", ""Radiation_Diffuse_Tilted""]",YES,PARSED_FROM_FILE,2018-09-01 00:00:00,2019-01-31 23:55:00,"{""0 days 00:05:00"": 44063}",0,0,"{""Active_Power"": 0.00081699, ""Diffuse_Horizontal_Radiation"": 0.0, ""Global_Horizontal_Radiation"": 0.0, ""Performance_Ratio"": 0.00081699, ""Radiation_Diffuse_Tilted"": 0.00099855, ""Radiation_Global_Tilted"": 0.00099855, ""Weather_Relative_Humidity"": 0.0, ""Weather_Temperature_Celsius"": 0.0, ""timestamp"": 0.0}",NO,UNKNOWN_UNNORMALIZED,NO,NO,NO,YES,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\run_comparison_visualization\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\GFNODE_Revision_Plan.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\README.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\seasonal_robustness_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE测试系统分析报告.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_GFNODE全面测试.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\实验记录功能演示.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\快速开始_对比可视化.txt"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\系统验证总结.md""]",NO,RAW,Best-available project raw candidate; selected/regularized upstream status remains possible.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\38QCELLS.csv,PVforecast16,38QCELLS.csv,csv,4413088,44064,9,"[""timestamp"", ""Active_Power"", ""Performance_Ratio"", ""Weather_Temperature_Celsius"", ""Weather_Relative_Humidity"", ""Global_Horizontal_Radiation"", ""Diffuse_Horizontal_Radiation"", ""Radiation_Global_Tilted"", ""Radiation_Diffuse_Tilted""]",YES,PARSED_FROM_FILE,2018-04-01 00:00:00,2018-08-31 23:55:00,"{""0 days 00:05:00"": 44063}",0,0,"{""Active_Power"": 0.01947168, ""Diffuse_Horizontal_Radiation"": 0.0, ""Global_Horizontal_Radiation"": 0.0, ""Performance_Ratio"": 0.01947168, ""Radiation_Diffuse_Tilted"": 0.01963054, ""Radiation_Global_Tilted"": 0.01963054, ""Weather_Relative_Humidity"": 0.0, ""Weather_Temperature_Celsius"": 0.0, ""timestamp"": 0.0}",NO,UNKNOWN_UNNORMALIZED,NO,NO,NO,YES,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\run_comparison_visualization\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\P0-1_SOTA_Baselines\\sota_baseline_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\README.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\ablation_component_experiment.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_clean_decision\\config.json"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\asoc_discrete_viability\\config.json"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\evaluate_saved_models.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\fair_sota_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\gfnode_solo_benchmark.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\gfnode_targeted_repair.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\informer_lr_search.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\main.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\multi_horizon_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\optuna_optimization_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\sota_baseline_comparison_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE测试系统分析报告.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_GFNODE全面测试.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\main.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\run_comparison_visualization.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\sota_baseline_comparison_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\实验记录功能演示.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\快速开始_对比可视化.txt"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\快速开始指南.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\系统验证总结.md""]",NO,RAW,Best-available project raw candidate; selected/regularized upstream status remains possible.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\baseline_comparison_20251024_150124\comparison_results.csv,PVforecast16,comparison_results.csv,csv,1368,18,6,"[""Dataset"", ""Model"", ""R2"", ""RMSE"", ""MAE"", ""MAPE""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""Dataset"": 0.0, ""MAE"": 0.0, ""MAPE"": 0.0, ""Model"": 0.0, ""R2"": 0.0, ""RMSE"": 0.0}",NO,NO,NO,NO,NO,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\P0-1_SOTA_Baselines\\sota_baseline_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\sota_baseline_comparison_v2.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_Baseline_Comparison.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\baseline_models_verification.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\sota_baseline_comparison_v2.py""]",NO,UNKNOWN,No content-supported lineage level could be assigned.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\baseline_comparison_complete_data.csv,PVforecast16,baseline_comparison_complete_data.csv,csv,5017,108,7,"[""Dataset"", ""Model"", ""Horizon"", ""R2"", ""RMSE"", ""MAE"", ""MAPE""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""Dataset"": 0.0, ""Horizon"": 0.0, ""MAE"": 0.0, ""MAPE"": 0.0, ""Model"": 0.0, ""R2"": 0.0, ""RMSE"": 0.0}",NO,NO,NO,NO,YES,UNKNOWN,"[""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PV_improve_v1\\Figures\\visualize_baseline_comparison_corrected\\visualize_baseline_comparison_corrected.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE_experiments\\sota_rmse_mae_comparison.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\GFNODE数据说明.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\README_GFNODE数据修正.md"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\visualize_baseline_comparison_corrected.py"", ""C:\\Users\\Zhujiangkun-Yohkoh\\Desktop\\光伏项目_最新\\PVforecast16\\数据修正完成总结.md""]",NO,WINDOWED,Window/prediction-oriented fields detected from content.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\docs\asoc_stage0_audit\CLAIM_EVIDENCE_MATRIX.csv,PVforecast16,CLAIM_EVIDENCE_MATRIX.csv,csv,2747,8,8,"[""claim"", ""status"", ""paper_location"", ""code_evidence"", ""result_evidence"", ""missing/conflict"", ""recommended_modification"", ""rerun""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""claim"": 0.0, ""code_evidence"": 0.0, ""missing/conflict"": 0.0, ""paper_location"": 0.0, ""recommended_modification"": 0.0, ""rerun"": 0.0, ""result_evidence"": 0.0, ""status"": 0.0}",UNKNOWN,NO,NO,NO,NO,UNKNOWN,[],YES,UNKNOWN,No content-supported lineage level could be assigned.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\docs\asoc_stage0_audit\EXPERIMENT_PROVENANCE.csv,PVforecast16,EXPERIMENT_PROVENANCE.csv,csv,2470,6,7,"[""paper_item"", ""paper_location"", ""script/config/seed/date"", ""raw_metrics_or_checkpoint"", ""recomputable"", ""single_run_uncertainty"", ""finding""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""finding"": 0.0, ""paper_item"": 0.0, ""paper_location"": 0.0, ""raw_metrics_or_checkpoint"": 0.0, ""recomputable"": 0.0, ""script/config/seed/date"": 0.0, ""single_run_uncertainty"": 0.0}",UNKNOWN,NO,NO,NO,NO,UNKNOWN,[],YES,UNKNOWN,No content-supported lineage level could be assigned.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\docs\asoc_stage0_audit\PROJECT_INVENTORY.csv,PVforecast16,PROJECT_INVENTORY.csv,csv,6393,31,6,"[""type"", ""relative_path"", ""purpose_or_structure"", ""modified_local"", ""sha256"", ""key_evidence""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""key_evidence"": 0.0, ""modified_local"": 0.0, ""purpose_or_structure"": 0.0, ""relative_path"": 0.0, ""sha256"": 0.16129032, ""type"": 0.0}",UNKNOWN,NO,NO,NO,NO,UNKNOWN,[],YES,UNKNOWN,No content-supported lineage level could be assigned.
C:\Users\Zhujiangkun-Yohkoh\Desktop\光伏项目_最新\PVforecast16\docs\asoc_stage0_audit\TIMESTAMP_AND_SPLIT_AUDIT.csv,PVforecast16,TIMESTAMP_AND_SPLIT_AUDIT.csv,csv,2019,3,13,"[""dataset"", ""raw_timestamp_range"", ""raw_adjacent_delta_distribution"", ""day_PR_timestamp_range_pre_IF"", ""day_PR_adjacent_delta_distribution"", ""day_PR_rows_pre_IF"", ""post_IF_rows_inferred"", ""preprocessor_fit_range"", ""train/validation/test_timestamp_ranges"", ""cross_date_window_counts"", ""split_shared_positions_H12,H24,H48,H72,H96,H120,H144"", ""train/test_windows_H12,H24,H48,H72,H96,H120,H144"", ""audit_status""]",UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,"{""audit_status"": 0.0, ""cross_date_window_counts"": 0.0, ""dataset"": 0.0, ""day_PR_adjacent_delta_distribution"": 0.0, ""day_PR_rows_pre_IF"": 0.0, ""day_PR_timestamp_range_pre_IF"": 0.0, ""post_IF_rows_inferred"": 0.0, ""preprocessor_fit_range"": 0.0, ""raw_adjacent_delta_distribution"": 0.0, ""raw_timestamp_range"": 0.0, ""split_shared_positions_H12,H24,H48,H72,H96,H120,H144"": 0.0, ""train/test_windows_H12,H24,H48,H72,H96,H120,H144"": 0.0, ""train/validation/test_timestamp_ranges"": 0.0}",NO,NO,NO,NO,YES,UNKNOWN,[],YES,WINDOWED,Window/prediction-oriented fields detected from content.
